customer,state,gender,customer lifetime value,income,monthly premium auto,policy type,vehicle class,total claim amount
ZA64638,Nevada,F,97649453,0.0,98.0,Personal Auto,Four-Door Car,705.6
EW38459,Nevada,F,25671515,40864.0,65.0,Corporate Auto,Four-Door Car,9.51528
QW87316,Oregon,F,26506228,39035.0,68.0,Personal Auto,Four-Door Car,244.564334
IC43478,California,M,112643633,34923.0,98.0,Personal Auto,Two-Door Car,639.105556
TE34064,California,M,21685235,0.0,63.0,Personal Auto,Four-Door Car,453.6
WU60905,California,F,86106675,0.0,111.0,Corporate Auto,SUV,532.8
YM18992,California,F,28346462,24506.0,71.0,Personal Auto,Two-Door Car,511.2
PD55753,Oregon,M,89301397,0.0,82.0,Personal Auto,Four-Door Car,554.522969
KU56006,Arizona,F,55363869,52220.0,70.0,Personal Auto,Four-Door Car,336.0
MJ69973,Arizona,M,28408543,0.0,74.0,Personal Auto,Two-Door Car,402.449823
TW43626,California,M,80828810,53554.0,67.0,Personal Auto,Four-Door Car,327.020539
XX84133,California,M,52547343,34476.0,67.0,Corporate Auto,Four-Door Car,5.3953
ZW84453,Arizona,F,51162376,0.0,70.0,Personal Auto,Four-Door Car,131.401291
HO29524,California,M,30346470,68205.0,76.0,Personal Auto,Two-Door Car,99.382943
VE89726,California,female,80248999,0.0,119.0,Personal Auto,SUV,856.8
GE87503,California,M,182111432,53690.0,154.0,Personal Auto,SUV,739.2
PX90263,Oregon,M,51215633,0.0,72.0,Personal Auto,Four-Door Car,518.4
NI17718,California,female,21501786,0.0,61.0,Personal Auto,Four-Door Car,292.8
FY32213,California,female,55953899,74454.0,71.0,Personal Auto,Four-Door Car,340.8
RZ13254,Nevada,female,75628240,0.0,73.0,Personal Auto,Four-Door Car,350.4
GN45013,Oregon,M,53858531,29664.0,71.0,Personal Auto,Four-Door Car,340.8
NM39588,Washington,F,26780583,72450.0,66.0,Corporate Auto,Four-Door Car,84.218363
KU84464,Nevada,female,94225679,47272.0,79.0,Personal Auto,Four-Door Car,64.546877
YH43527,Oregon,female,36058603,21585.0,92.0,Corporate Auto,Four-Door Car,441.6
RO30676,California,female,77625906,23827.0,106.0,Personal Auto,Four-Door Car,37.910623
QL59704,Arizona,female,234449004,69906.0,74.0,Corporate Auto,Four-Door Car,202.860399
QH19450,California,female,25581782,0.0,72.0,Corporate Auto,Four-Door Car,345.6
SA54664,Washington,M,26543809,73196.0,66.0,Personal Auto,Four-Door Car,85.809817
CI38330,Washington,M,25497861,72217.0,6464.0,Personal Auto,Four-Door Car,91.146661
WB38524,California,M,29695933,46131.0,74.0,Personal Auto,Two-Door Car,355.2
CE56187,Oregon,female,43631246,54514.0,109.0,Personal Auto,SUV,286.234931
JL19416,California,female,58843086,0.0,161.0,Personal Auto,SUV,1159.2
JZ61422,Nevada,female,52721916,96668.0,66.0,Personal Auto,Four-Door Car,316.8
LA13377,California,M,55098956,78879.0,69.0,Personal Auto,Four-Door Car,466.570791
NC99948,Nevada,M,163136835,0.0,69.0,Personal Auto,Four-Door Car,331.2
QD34785,Arizona,female,56780502,0.0,76.0,Personal Auto,Four-Door Car,364.8
RO26085,California,female,121012087,0.0,112.0,Personal Auto,Sports Car,1252.406235
ES57969,Oregon,M,24535708,29735.0,69.0,Personal Auto,Four-Door Car,331.2
JK55587,California,M,50756627,23082.0,65.0,Special Auto,Four-Door Car,312.0
RN97635,Arizona,M,32149794,53984.0,80.0,Corporate Auto,Four-Door Car,421.484456
BI76326,California,female,122753431,52135.0,156.0,Personal Auto,SUV,430.505942
JA34909,California,female,27222107,17576.0,71.0,Corporate Auto,Four-Door Car,398.502948
OJ90342,Oregon,female,24574409,29486.0,62.0,Personal Auto,Four-Door Car,7.646763
CM88932,Oregon,female,35548453,58557.0,88.0,Corporate Auto,Four-Door Car,55.510526
JJ97525,California,M,49295497,25632.0,63.0,Personal Auto,Two-Door Car,351.270869
XV21647,California,female,80364503,0.0,112.0,Personal Auto,Sports Car,806.4
MC83487,Arizona,M,42769153,18768.0,68.0,Corporate Auto,Four-Door Car,647.454583
BL90769,California,female,334733495,33190.0,106.0,Personal Auto,SUV,508.8
CR57148,Oregon,female,59605814,47945.0,74.0,Personal Auto,Two-Door Car,128.43823
CP85232,Arizona,M,447954694,58778.0,126.0,Special Auto,SUV,302.033971
YL74732,California,female,38321181,15192.0,100.0,Personal Auto,SUV,480.0
FG16766,California,female,68379326,51859.0,171.0,Personal Auto,SUV,1003.160633
NV55438,Nevada,female,52852681,23422.0,72.0,Personal Auto,Two-Door Car,518.4
RM10880,California,female,30965112,21604.0,79.0,Corporate Auto,Four-Door Car,379.2
GL56175,Arizona,M,35897107,79298.0,90.0,Personal Auto,Four-Door Car,244.362072
UK52289,Arizona,female,25824085,76731.0,64.0,Special Auto,Four-Door Car,201.455005
OT85112,Washington,M,34039194,38460.0,88.0,Personal Auto,Four-Door Car,91.55098
BC62782,Arizona,F,135756760,48534.0,115.0,Personal Auto,SUV,552.0
TI19722,Washington,M,34361343,30817.0,88.0,Corporate Auto,Four-Door Car,91.834668
JP30654,Oregon,F,286858279,48412.0,104.0,Personal Auto,SUV,707.430832
UM45563,Washington,M,45026797,68798.0,114.0,Personal Auto,SUV,92.915251
EN60878,Oregon,M,61831115,23712.0,85.0,Personal Auto,Four-Door Car,376.126419
JF36291,California,M,38736470,28142.0,105.0,Personal Auto,Sports Car,701.708239
BK59444,California,F,189293306,72196.0,68.0,Personal Auto,Four-Door Car,152.184244
MK70700,California,M,55532957,68197.0,69.0,Personal Auto,Four-Door Car,176.819414
IW71076,California,M,50112592,75248.0,63.0,Corporate Auto,Four-Door Car,104.454624
AP98768,California,F,104424463,0.0,98.0,Personal Auto,Four-Door Car,941.718054
OM24164,Nevada,M,21996178,0.0,65.0,Personal Auto,Two-Door Car,468.0
HR85211,Washington,female,51231709,89879.0,63.0,Personal Auto,Two-Door Car,94.030308
VC87846,Oregon,M,74843105,46998.0,96.0,Corporate Auto,Four-Door Car,460.8
ZM92052,Oregon,M,26130231,57099.0,67.0,Personal Auto,Two-Door Car,67.859881
ON73702,Arizona,F,90806397,33897.0,114.0,Corporate Auto,SUV,539.843003
QQ90441,Nevada,F,137709762,59207.0,116.0,Personal Auto,Four-Door Car,556.8
HU35721,Oregon,M,28768228,40171.0,73.0,Personal Auto,Four-Door Car,350.4
YP47665,Washington,M,54089115,80192.0,67.0,Personal Auto,Four-Door Car,95.193157
FU99476,Washington,M,67703068,74422.0,85.0,Personal Auto,Four-Door Car,95.338505
AG85615,Oregon,M,241438756,0.0,87.0,Special Auto,Four-Door Car,626.4
OY74069,Arizona,F,35380595,0.0,67.0,Personal Auto,Four-Door Car,321.6
DJ91267,Nevada,F,290912394,34226.0,244.0,Personal Auto,Luxury SUV,494.395024
KB72438,California,F,198342012,65989.0,123.0,Personal Auto,SUV,115.545086
TR67616,Oregon,M,47313670,30686.0,61.0,Corporate Auto,Four-Door Car,19.938981
GF65731,California,F,355378460,0.0,113.0,Personal Auto,Sports Car,799.926741
HB67642,Arizona,F,346113790,20090.0,109.0,Personal Auto,Sports Car,523.2
DP84567,California,M,202163088,0.0,183.0,Personal Auto,Luxury SUV,878.4
VV77534,Oregon,M,139765193,77094.0,176.0,Personal Auto,SUV,444.470676
GL67540,California,F,59040881,97413.0,73.0,Personal Auto,Four-Door Car,268.819985
SV50502,Oregon,F,55958350,79189.0,69.0,Corporate Auto,Four-Door Car,331.2
UK59698,California,F,22943036,0.0,62.0,Personal Auto,Two-Door Car,297.6
OA57352,Arizona,F,62739118,18577.0,86.0,Personal Auto,Four-Door Car,412.8
ZF84449,Oregon,F,37267280,0.0,112.0,Special Auto,Sports Car,806.4
AX86150,Washington,M,26567131,62777.0,67.0,Personal Auto,Two-Door Car,101.288069
HG39060,Oregon,Male,51106808,0.0,74.0,Corporate Auto,Four-Door Car,532.8
EM29359,Nevada,Male,71265965,17483.0,183.0,Personal Auto,Luxury Car,1317.6
SF57173,Oregon,Male,46016341,84394.0,114.0,Personal Auto,SUV,691.412378
OT47603,Oregon,Male,91552397,0.0,127.0,Personal Auto,Sports Car,804.811859
SW31412,Oregon,F,148080562,41440.0,62.0,Personal Auto,Four-Door Car,297.6
JS36322,Arizona,Male,89016784,0.0,136.0,Personal Auto,Sports Car,1090.86434
RE81445,Oregon,F,57345981,98132.0,71.0,Personal Auto,Two-Door Car,50.587035
RM24280,Oregon,F,41776970,0.0,112.0,Personal Auto,Four-Door Car,537.6
LC25393,California,Male,277762891,88220.0,230.0,Personal Auto,Luxury Car,151.528482
UX38930,Arizona,F,103643475,58327.0,129.0,Personal Auto,SUV,347.075948
HD95496,Oregon,Male,78519014,25950.0,66.0,Personal Auto,Two-Door Car,271.697529
RX24650,Oregon,Male,47729438,20993.0,133.0,Corporate Auto,SUV,638.4
DW19309,Oregon,Male,142265049,65726.0,177.0,Corporate Auto,SUV,849.6
MT41386,Washington,M,28754324,84768.0,72.0,Personal Auto,Two-Door Car,110.484661
WZ40465,Washington,F,50412996,36234.0,63.0,Personal Auto,Four-Door Car,113.534474
DB42794,California,Male,43629312,58842.0,110.0,Personal Auto,Four-Door Car,528.0
JB50798,Oregon,F,96245244,25629.0,124.0,Corporate Auto,Sports Car,595.2
IP69763,Washington,F,219144054,77311.0,181.0,Personal Auto,SUV,113.609508
TE35785,California,Male,69484222,0.0,196.0,Personal Auto,Luxury SUV,1337.063487
HX74855,Washington,M,24715284,95697.0,61.0,Personal Auto,Two-Door Car,114.273025
QN65180,Oregon,F,219039136,22254.0,79.0,Personal Auto,Four-Door Car,125.194389
GE47180,Nevada,Male,90288214,65974.0,113.0,Personal Auto,Sports Car,235.220971
VQ38776,Oregon,F,53037594,0.0,76.0,Personal Auto,Four-Door Car,395.34111
BH86846,Washington,M,207082588,92079.0,65.0,Corporate Auto,Four-Door Car,114.798771
IN17648,Nevada,Male,51237681,0.0,74.0,Personal Auto,Two-Door Car,772.798511
DF95759,Oregon,Male,94923430,0.0,132.0,Personal Auto,SUV,633.6
QG45324,Oregon,F,82048632,0.0,73.0,Personal Auto,Four-Door Car,350.4
MN61620,Arizona,F,98772957,67752.0,131.0,Personal Auto,Sports Car,168.517149
YH86390,California,F,48150097,25398.0,64.0,Corporate Auto,Four-Door Car,307.2
FY13480,California,Male,62770117,0.0,88.0,Personal Auto,Four-Door Car,633.6
YH61661,California,M,82606398,33321.0,105.0,Special Auto,SUV,504.0
NL93182,Nevada,M,25494500,0.0,78.0,Corporate Auto,Four-Door Car,845.654042
LN31673,Washington,,113180898,38923.0,99.0,Personal Auto,Four-Door Car,115.728852
WE68644,Oregon,F,38039218,20325.0,100.0,Personal Auto,Sports Car,668.29397
EZ30498,Oregon,M,86354035,13129.0,117.0,Personal Auto,SUV,700.901632
QY74517,Oregon,F,55105590,0.0,73.0,Personal Auto,Four-Door Car,525.6
NM88660,Nevada,M,35858841,49080.0,91.0,Corporate Auto,Four-Door Car,25.299
MZ82036,Nevada,M,48892528,42536.0,63.0,Personal Auto,Four-Door Car,375.330097
ID20929,Oregon,M,27569417,29926.0,74.0,Corporate Auto,Four-Door Car,418.233667
EY50028,Nevada,M,32895474,0.0,86.0,Corporate Auto,Two-Door Car,398.240791
TT82373,California,F,109371785,21450.0,138.0,Personal Auto,Sports Car,938.513425
OH64088,California,M,73755679,33345.0,65.0,Corporate Auto,Four-Door Car,338.619869
SK97780,California,F,101107782,15752.0,90.0,Corporate Auto,Two-Door Car,339.344531
IO33050,Oregon,F,51194143,40169.0,65.0,Personal Auto,Four-Door Car,302.818833
XA55917,California,F,85338320,26049.0,113.0,Personal Auto,SUV,619.165344
JK32620,Nevada,M,22247680,0.0,68.0,Personal Auto,Four-Door Car,326.4
RQ19236,Arizona,M,80428038,55411.0,100.0,Personal Auto,Sports Car,259.561195
QC47433,Oregon,M,25544371,12459.0,70.0,Personal Auto,Four-Door Car,336.0
RA93608,Oregon,M,180739400,64620.0,76.0,Personal Auto,Two-Door Car,364.8
XH97711,California,M,24305066,83140.0,61.0,Corporate Auto,Four-Door Car,179.161843
AU96286,Oregon,F,31676584,0.0,92.0,Corporate Auto,Four-Door Car,662.4
KC17170,Arizona,F,54656040,54422.0,68.0,Corporate Auto,Four-Door Car,75.501852
ZN47335,California,M,103575142,68309.0,131.0,Corporate Auto,SUV,306.983596
EI46264,California,M,25378139,56621.0,65.0,Personal Auto,Four-Door Car,84.026848
EK87864,Arizona,F,28219471,38977.0,70.0,Special Auto,Four-Door Car,139.489926
GV45403,AZ,M,77571281,0.0,111.0,Corporate Auto,Two-Door Car,607.4459
QK31192,AZ,M,40791327,0.0,114.0,Corporate Auto,Two-Door Car,631.124372
LU89008,AZ,F,59555446,0.0,83.0,Personal Auto,Four-Door Car,628.023494
NS10490,Oregon,F,141586136,83235.0,70.0,Personal Auto,Two-Door Car,336.0
KL98495,Nevada,M,84872380,0.0,74.0,Personal Auto,Two-Door Car,426.655599
IU96845,AZ,M,62854768,32390.0,80.0,Personal Auto,Four-Door Car,91.417923
QL93655,Oregon,F,114734814,66538.0,95.0,Personal Auto,Two-Door Car,317.844812
PF40592,Washington,F,49426306,23285.0,65.0,Personal Auto,Two-Door Car,118.446235
LZ34046,Oregon,M,235946802,76358.0,66.0,Personal Auto,Four-Door Car,86.461582
JC80093,Washington,M,25725066,21104.0,66.0,Personal Auto,Four-Door Car,118.454974
YE88490,AZ,F,53808986,55350.0,67.0,Personal Auto,Four-Door Car,321.6
YC80498,California,F,47705509,12964.0,65.0,Personal Auto,Two-Door Car,362.774545
AI85843,AZ,F,67566514,33288.0,86.0,Personal Auto,Four-Door Car,221.856184
XD66024,AZ,F,59360118,0.0,84.0,Personal Auto,Four-Door Car,980.169081
FY51713,AZ,F,35707605,56168.0,88.0,Personal Auto,Four-Door Car,614.675906
PH26378,California,M,60199605,0.0,92.0,Personal Auto,Four-Door Car,662.4
WQ18638,Oregon,M,54268640,23105.0,69.0,Personal Auto,Two-Door Car,331.2
KY14688,Oregon,F,27303138,36218.0,68.0,Personal Auto,Four-Door Car,145.252168
TC97762,California,F,49826814,52275.0,62.0,Corporate Auto,Four-Door Car,374.240783
QC87108,Oregon,F,87692668,49665.0,74.0,Personal Auto,Four-Door Car,355.2
CX12134,Nevada,M,42206135,32471.0,110.0,Personal Auto,Two-Door Car,528.0
SM73248,AZ,M,115375051,0.0,86.0,Corporate Auto,Two-Door Car,619.2
CK19789,California,F,58871819,62773.0,73.0,Personal Auto,Four-Door Car,80.669257
UV12583,California,F,47005838,76694.0,117.0,Personal Auto,SUV,561.6
JC11405,Oregon,M,109639572,55687.0,276.0,Personal Auto,Luxury SUV,1324.8
KA89683,AZ,F,25231712,0.0,70.0,Personal Auto,Four-Door Car,504.0
BG85305,Nevada,M,37578047,36633.0,96.0,Personal Auto,Four-Door Car,460.8
UQ87917,Oregon,M,129417335,77060.0,106.0,Personal Auto,SUV,468.566133
XN11823,Nevada,F,37644651,92600.0,94.0,Corporate Auto,Two-Door Car,842.43785
OS46571,California,M,68895570,0.0,66.0,Personal Auto,Four-Door Car,475.2
PX17116,Nevada,M,36234542,0.0,111.0,Corporate Auto,SUV,1171.93117
RP19541,AZ,M,75821138,64801.0,64.0,Personal Auto,Four-Door Car,268.471802
ZR25747,Oregon,F,82777456,45257.0,103.0,Corporate Auto,Two-Door Car,494.4
NQ86532,California,M,25764556,26854.0,66.0,Personal Auto,Four-Door Car,475.2
JY27336,Oregon,F,82053879,85840.0,102.0,Corporate Auto,SUV,138.722385
PB54378,Oregon,F,195824689,26463.0,72.0,Corporate Auto,Four-Door Car,345.6
SV38190,Nevada,F,64815266,30689.0,81.0,Personal Auto,Four-Door Car,467.24802
CV24005,Oregon,M,25993109,29590.0,66.0,Corporate Auto,Two-Door Car,467.503236
EX28656,Oregon,F,98303376,25965.0,253.0,Personal Auto,Luxury SUV,1214.4
CF57022,Oregon,M,104426514,17269.0,139.0,Personal Auto,SUV,667.2
GM16780,Oregon,M,360575370,90330.0,137.0,Corporate Auto,Sports Car,192.085299
BX94438,California,F,84700368,0.0,113.0,Corporate Auto,SUV,619.973889
RM41745,California,F,82787865,0.0,110.0,Personal Auto,Four-Door Car,1002.782553
XR70252,California,F,47889326,0.0,67.0,Personal Auto,Two-Door Car,321.6
YH92099,AZ,F,30879999,18558.0,80.0,Special Auto,Four-Door Car,384.0
SG81493,Arizona,M,44437362,46384.0,113.0,Corporate Auto,Four-Door Car,251.774574
ZX23819,Oregon,F,79840865,0.0,72.0,Personal Auto,Two-Door Car,866.208321
FJ54907,Oregon,F,71809710,42303.0,180.0,Personal Auto,Luxury SUV,1210.920949
CU26127,California,F,156560343,71731.0,130.0,Corporate Auto,SUV,599.648466
YH60476,Oregon,M,57801822,51066.0,74.0,Corporate Auto,Four-Door Car,787.993313
ZZ97035,California,M,207149404,0.0,203.0,Corporate Auto,Luxury Car,2027.724442
GE82737,Nevada,F,53373524,0.0,86.0,Personal Auto,Four-Door Car,619.2
KY21873,Arizona,M,50508262,0.0,69.0,Personal Auto,Two-Door Car,72.852047
UA51318,Arizona,F,51166240,26173.0,68.0,Corporate Auto,Four-Door Car,449.819671
BV55014,Oregon,M,72687370,24445.0,63.0,Personal Auto,Two-Door Car,302.4
HX21307,Oregon,Male,26166139,72302.0,66.0,Personal Auto,Two-Door Car,316.8
LQ68252,Oregon,Male,37384362,27208.0,102.0,Personal Auto,SUV,489.6
CR92802,California,F,27253564,36650.0,69.0,Special Auto,Four-Door Car,56.60333
SL35268,Arizona,Male,54538612,30855.0,68.0,Corporate Auto,Four-Door Car,259.060862
RD62882,Arizona,F,68461503,0.0,95.0,Personal Auto,Two-Door Car,456.0
JS42382,Oregon,Male,61729142,99960.0,76.0,Corporate Auto,Four-Door Car,364.8
BT30554,Arizona,F,103463245,0.0,98.0,Personal Auto,Four-Door Car,470.4
VP57424,Nevada,F,69970086,55873.0,88.0,Personal Auto,Four-Door Car,299.356083
VU19243,Arizona,F,41962577,18052.0,111.0,Personal Auto,Four-Door Car,699.1679
TA82973,Oregon,F,78581098,28937.0,104.0,Personal Auto,SUV,117.959654
GK71720,Oregon,F,60643440,0.0,86.0,Personal Auto,Four-Door Car,545.240341
OQ61223,California,Male,174975220,0.0,73.0,Personal Auto,Two-Door Car,350.4
LL62746,Oregon,Male,89706473,12829.0,118.0,Personal Auto,SUV,328.231432
JQ56711,Oregon,F,59231172,92163.0,73.0,Personal Auto,Two-Door Car,66.568642
AW77988,Oregon,Male,358505994,17588.0,192.0,Personal Auto,Luxury Car,1382.4
QP84605,Washington,F,87098453,41546.0,111.0,Corporate Auto,Four-Door Car,121.306839
MY97912,Arizona,Male,133093352,0.0,127.0,Personal Auto,SUV,609.6
IB87349,California,M,45285049,70340.0,113.0,Special Auto,Four-Door Car,542.4
AW73065,Oregon,F,27919065,0.0,74.0,Personal Auto,Four-Door Car,532.8
BW80872,Washington,M,44344112,34549.0,111.0,Personal Auto,Four-Door Car,125.933005
PX70175,Arizona,M,79960075,93459.0,99.0,Personal Auto,Four-Door Car,655.41333
KF75098,Arizona,M,51297390,86148.0,65.0,Personal Auto,Four-Door Car,312.0
IS50283,California,F,56971752,27048.0,72.0,Corporate Auto,Four-Door Car,345.6
MY64920,Oregon,F,92171306,73259.0,115.0,Personal Auto,SUV,673.34265
KN34250,Oregon,F,102089276,35482.0,129.0,Corporate Auto,SUV,619.2
GN46207,Oregon,F,41706873,29462.0,107.0,Personal Auto,SUV,513.6
KL57176,Oregon,F,45054058,67801.0,115.0,Personal Auto,SUV,23.810491
MN94234,California,M,31075686,0.0,94.0,Personal Auto,Two-Door Car,451.2
JY90595,Arizona,M,55286650,16042.0,73.0,Personal Auto,Two-Door Car,350.4
HK26543,California,M,50458667,28056.0,64.0,Personal Auto,Four-Door Car,307.2
PN86062,California,M,29627225,16495.0,85.0,Corporate Auto,Four-Door Car,408.0
VW27730,California,F,86659564,41163.0,108.0,Corporate Auto,SUV,231.922173
SH55671,Arizona,F,114134412,0.0,161.0,Personal Auto,Sports Car,772.8
MO56878,California,M,154884320,33799.0,109.0,Corporate Auto,SUV,664.980242
VO38365,Washington,F,88611495,90125.0,110.0,Corporate Auto,SUV,128.645946
SV35618,Oregon,F,59347415,87747.0,147.0,Personal Auto,SUV,46.492039
RX12347,Nevada,M,35432321,35695.0,90.0,Personal Auto,Four-Door Car,432.0
FR55658,California,M,34900283,90985.0,87.0,Personal Auto,Four-Door Car,78.085149
XS12556,California,F,36830999,0.0,101.0,Corporate Auto,Sports Car,564.466556
ZU73588,California,M,59897739,66839.0,154.0,Personal Auto,Sports Car,739.2
WT43034,California,F,125008430,0.0,165.0,Personal Auto,SUV,792.0
VM13430,Oregon,F,86091582,79090.0,107.0,Corporate Auto,SUV,289.040734
TC78849,Oregon,M,24974551,24825.0,64.0,Personal Auto,Two-Door Car,155.938593
VC34764,California,M,70191772,26806.0,63.0,Personal Auto,Four-Door Car,302.4
WO90953,Oregon,F,53879263,56835.0,67.0,Personal Auto,Two-Door Car,326.549425
IU47468,Oregon,F,61655575,0.0,88.0,Special Auto,Two-Door Car,653.65668
KO46064,California,M,27302028,46135.0,69.0,Personal Auto,Four-Door Car,103.935601
RB34917,Arizona,F,51621169,0.0,73.0,Personal Auto,Four-Door Car,809.532341
BI38192,Oregon,F,79370648,22862.0,67.0,Personal Auto,Two-Door Car,321.6
PU18983,Oregon,F,86081572,21450.0,110.0,Personal Auto,Sports Car,528.0
SW79912,Oregon,M,26325458,95854.0,65.0,Personal Auto,Two-Door Car,312.0
ES39217,Oregon,F,77850042,44897.0,99.0,Personal Auto,Four-Door Car,580.72531
KP72427,Washington,M,216398386,64455.0,108.0,Personal Auto,SUV,133.735395
UA19178,Oregon,F,49808250,53265.0,62.0,Personal Auto,Four-Door Car,238.005074
PR53785,Arizona,F,74572378,0.0,198.0,Personal Auto,Luxury Car,1577.674417
XF57481,Washington,M,106409393,50450.0,90.0,Personal Auto,Two-Door Car,135.892444
CN90378,California,F,68625083,54780.0,88.0,Personal Auto,Four-Door Car,135.26125
KI56154,Nevada,M,90489834,0.0,119.0,Personal Auto,Sports Car,571.2
UI55951,California,M,55480318,67798.0,69.0,Personal Auto,Four-Door Car,331.2
FF28650,Oregon,M,83126816,21442.0,118.0,Personal Auto,SUV,566.4
FS55302,California,M,23899810,27615.0,62.0,Personal Auto,Four-Door Car,297.6
TN79487,California,M,44581134,17622.0,65.0,Personal Auto,Four-Door Car,312.0
HG32616,Nevada,M,52957417,50200.0,135.0,Personal Auto,Sports Car,637.063458
UK41984,Arizona,F,38396061,0.0,112.0,Personal Auto,SUV,537.6
LZ52266,California,F,37315046,0.0,96.0,Personal Auto,Four-Door Car,460.8
PM27367,California,F,27789037,73570.0,70.0,Special Auto,Two-Door Car,75.936096
ZK21724,Oregon,F,40165420,0.0,111.0,Personal Auto,SUV,799.2
BH35482,Washington,M,49309493,70412.0,61.0,Corporate Auto,Two-Door Car,136.291083
QE22757,Nevada,M,24913170,36631.0,62.0,Personal Auto,Four-Door Car,67.530904
ON77649,Oregon,F,29088759,35895.0,73.0,Personal Auto,Four-Door Car,312.921256
RN82884,Arizona,F,42829480,40864.0,109.0,Personal Auto,SUV,166.937747
CQ75652,Oregon,M,83416237,0.0,118.0,Personal Auto,Four-Door Car,566.4
FF58467,Arizona,F,50907813,93018.0,63.0,Personal Auto,Four-Door Car,135.382194
BS83666,Oregon,M,73661883,70014.0,62.0,Corporate Auto,Four-Door Car,17.742954
